f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,class
52,365,1432,491,52,610,1432,622,5,572017,45013608,4419316,8,636443,45048455,4659830,129869646,6,228,83309,205,125133,70981,114473,222,35,103,163,label-1
59,147,598,44,67,98,679,49,6,55899,253030,23838,31,47463,1017193,37956,293246738,17,5247,776369,6179,610240,629453,437228,108,64,5247,6179,label-1
52,413,1432,511,52,484,1432,575,5,833278,45015213,5313745,39,915430,45044472,5567411,130013194,6,157,64864,143,69258,56700,61822,212,35,82,109,label-1
59,162,600,35,67,100,677,49,25,56568,220967,20393,33,47600,1005540,36347,294122492,17,5200,845165,6180,621736,699565,448696,108,64,5200,6180,label-1
52,379,1432,501,52,479,1432,573,5,754683,45031048,5069399,38,895208,45052694,5512255,129827353,6,173,65676,146,70046,56680,62454,222,35,82,111,label-1
59,154,599,42,67,99,677,49,21,55633,214498,20075,32,47475,1010396,36991,294410637,17,5293,817474,6202,618898,669270,445242,108,64,5293,6202,label-1
59,143,600,47,67,100,677,49,23,58464,235535,22166,32,47387,1046956,39398,292617399,17,5006,718235,6176,621599,578067,448671,108,64,5006,6176,label-1
52,373,1432,488,52,519,1432,586,5,777652,45027833,5165268,38,991357,45049524,5816118,129889777,6,168,62808,132,68579,53556,61715,223,35,79,104,label-1
59,133,599,52,67,99,679,49,32,61192,193337,24869,31,47350,998584,38110,294520107,17,4814,644583,6220,619914,509791,445754,108,64,4814,6220,label-1
52,495,1432,580,52,435,1432,516,21,941532,45096416,5667444,5,934076,45074576,5643220,129931518,6,139,68897,140,60954,61669,53674,35,193,105,78,label-1
59,138,599,49,67,99,678,50,20,58182,217116,22509,31,47259,1008354,36123,292715367,17,5032,696501,6194,617936,555605,444504,108,64,5032,6194,label-1
52,383,1432,504,52,609,1432,624,5,613572,45039459,4498535,16,684355,45061332,4750837,136234772,6,223,85454,200,121978,73846,111578,222,35,102,159,label-1
59,132,600,52,67,100,678,49,27,61752,238030,24752,32,47353,1064857,38430,293310802,17,4750,629840,6195,620433,496840,446973,108,64,4750,6195,label-1
52,557,1432,607,52,390,1432,498,20,562574,45031055,4377703,5,532158,45009265,4259677,129954652,6,232,129225,245,95583,117161,82843,35,193,178,122,label-1
59,140,600,47,67,99,678,49,21,57641,231995,22141,31,47325,1055230,38917,292417326,17,5074,714158,6179,617062,572086,444050,108,64,5074,6179,label-1
52,424,1432,520,52,492,1432,578,5,854496,45030203,5381095,29,927965,45052061,5603403,129937372,6,153,64998,141,69394,57030,62062,223,35,83,108,label-1
59,127,599,51,67,99,677,49,28,62724,326567,26306,31,47422,972591,38653,293489102,17,4680,598144,6189,616616,467104,443324,108,64,4680,6189,label-1
52,364,1432,488,52,488,1432,579,6,763587,45031680,5113238,14,927209,45053309,5624348,129831354,6,171,62287,141,68930,53371,61598,222,35,78,106,label-1
59,137,599,49,67,98,677,49,8,59612,223061,23545,31,47532,1074854,39596,293234199,17,4920,677237,6169,609622,539477,436890,108,64,4920,6169,label-1
52,372,1432,501,52,475,1432,576,4,777617,45027441,5140530,7,901657,45183703,5535860,129883681,6,168,62641,145,68963,53893,61423,139,35,77,108,label-1
59,170,599,34,67,99,678,48,9,55740,200466,23064,32,47641,622492,36026,294380246,17,5280,898806,6180,615796,750966,442756,108,64,5280,6180,label-1
52,592,1432,620,52,392,1432,512,10,618755,45062916,4595429,4,571990,45032911,4419192,129938675,6,211,125025,228,89523,114053,77403,35,221,165,109,label-1
52,403,1432,506,52,482,1432,577,6,860445,45026402,5418511,30,914699,45048562,5587683,129949403,6,152,61396,143,68976,53492,61540,35,35,79,105,label-1
59,138,599,47,67,98,678,48,8,58629,269915,25572,31,47755,900986,38835,292853378,17,4996,693688,6133,606426,553800,434702,108,64,4996,6133,label-1
52,362,1432,488,52,597,1432,617,5,557358,45040749,4360643,30,615475,45062684,4582109,129887260,6,234,84732,212,126691,72084,115667,193,35,103,167,label-1
67,101,678,49,59,146,598,45,31,47523,1053406,39283,10,57439,245042,24150,292419913,17,6154,623519,5091,743353,451207,600805,112,108,6154,5091,label-1
59,151,600,41,67,99,679,49,22,56451,225207,20825,31,47419,830766,37736,292632744,17,5184,783363,6172,617130,638211,444314,108,64,5184,6172,label-1
52,493,1432,581,52,371,1432,496,16,941387,45040894,5681684,5,801789,45013898,5250476,129911531,6,139,68575,163,60611,61347,51899,141,253,106,72,label-1
52,425,1432,518,52,506,1432,586,5,933820,45009649,5622131,8,961485,45058328,5707997,129822920,6,140,59611,136,68937,52331,61865,109,35,74,103,label-1
59,144,599,46,67,98,678,49,26,58432,210162,23196,31,47570,1048432,39975,292455127,17,5006,724511,6148,607251,584343,435107,108,64,5006,6148,label-1
52,377,1432,499,52,503,1432,585,5,787817,45008010,5186061,18,957052,45067682,5706800,129223908,6,165,62263,136,68471,53659,61363,139,35,76,106,label-1
59,145,600,46,67,98,678,49,21,57846,239813,22066,31,47503,1002088,40176,292381552,17,5055,735816,6156,608792,594276,436424,108,64,5055,6156,label-1
52,384,1432,500,52,480,1432,575,5,785052,45027137,5076799,17,943151,45053732,5554850,135835614,6,174,66919,145,69618,57871,62078,222,35,84,106,label-1
59,126,600,53,67,98,678,49,20,64725,1342847,36314,31,47953,1358177,45620,292567762,17,4521,571656,6102,602920,445068,432064,108,64,4521,6102,label-1
52,411,1432,500,52,472,1432,574,5,868163,44996002,5430893,15,892110,45075818,5511103,129378251,6,150,61661,146,69026,53825,61306,139,35,79,104,label-1
59,128,599,52,67,98,679,49,20,61933,242600,26130,32,47412,1060602,41131,292396429,17,4722,607676,6168,609831,475460,437127,108,64,4722,6168,label-1
52,383,1432,507,52,649,1432,634,5,659193,45004005,4751259,11,709618,64984508,5844463,129883692,6,198,76007,184,119532,65579,109832,191,35,90,144,label-1
59,123,600,53,67,102,679,49,11,64713,243590,28528,32,47619,1016930,39298,292050146,17,4514,559706,6134,626507,433314,454755,108,64,4514,6134,label-1
52,473,1432,571,52,377,1432,499,39,890432,45061742,5490347,5,737850,45031910,5006994,130003138,6,147,69671,177,66772,61979,57376,35,222,108,84,label-1
52,379,1432,499,52,485,1432,577,5,777624,45032446,5156872,17,914621,45071899,5586979,129899355,6,168,63726,143,69364,54810,61892,222,35,79,108,label-1
59,134,599,55,67,98,678,49,11,62804,322235,27150,31,47553,1073314,39880,292500298,17,4658,626064,6152,608782,495640,436526,108,64,4658,6152,label-1
52,390,1432,495,52,482,1432,575,5,806446,45007618,5251834,23,901594,45070078,5550173,129860599,6,162,63223,145,69904,54787,62304,222,35,82,108,label-1
59,142,599,49,67,99,677,49,13,59060,229309,24637,32,47407,728012,38334,294948165,17,4995,712780,6222,621580,572920,447364,108,64,4995,6222,label-1
52,365,1432,488,52,489,1432,576,6,764014,45022483,5114820,13,921150,45052230,5607964,129905208,6,171,62431,142,69511,53515,62127,223,35,79,109,label-1
59,140,599,48,67,98,679,48,9,58155,179190,22131,32,47644,1018820,41188,291773930,17,5018,703147,6125,605514,562643,434014,108,64,5018,6125,label-1
59,142,599,48,67,98,680,48,31,57459,500661,22918,31,47709,1048941,40518,291437082,17,5073,723451,6108,601977,581407,430953,108,64,5073,6108,label-1
52,387,1432,498,52,516,1432,590,5,827926,45072947,5306775,8,992249,45095224,5800157,130006869,6,158,61289,132,68183,52725,61319,109,35,75,101,label-1
52,397,1432,508,52,478,1432,574,6,835144,45035857,5206221,40,950179,45057721,5548751,137798793,6,166,65985,146,69872,57329,62184,109,35,79,109,label-1
67,98,677,49,59,145,598,48,31,47561,895027,39827,33,58584,204670,23198,294435712,17,6191,612592,5026,729262,439244,588534,112,108,6191,5026,label-1
52,373,1432,500,52,596,1432,622,4,574728,45025894,4429271,22,639835,45052811,4672737,129910137,6,227,84823,204,121716,73019,111108,222,35,103,161,label-1
59,171,600,31,67,99,678,48,34,55514,162152,17011,32,47493,692070,35210,294035137,17,5297,910656,6192,616920,762340,443544,108,64,5297,6192,label-1
52,371,1432,500,52,502,1432,585,5,761868,44975990,5090133,48,959478,45036172,5702354,129552950,6,171,63588,136,68349,54696,61241,223,35,78,104,label-1
52,330,1432,470,52,421,1432,543,5,670040,45019287,4775601,9,773730,45045207,5128341,130009872,6,195,64540,169,71250,54256,62438,193,35,81,132,label-1
59,133,599,52,67,98,677,49,23,59633,189602,24524,31,47638,1005791,42018,292860815,17,4912,657318,6148,607624,519782,435480,108,64,4912,6148,label-1
52,435,1432,514,52,500,1432,584,5,903039,45080008,5530763,36,955985,45142309,5694179,130037677,6,145,63088,137,68603,55404,61407,139,35,78,102,label-1
59,120,600,54,67,99,678,49,27,63759,201734,27311,31,47409,957751,40402,295079087,17,4629,558073,6224,622383,428461,448111,108,64,4629,6224,label-1
59,168,599,31,67,99,677,49,28,55587,200195,18026,32,47417,666957,35670,295130427,17,5310,894959,6225,621350,746279,447050,108,64,5310,6225,label-1
52,470,1432,571,52,375,1432,496,11,884395,45096577,5474884,6,741814,45068619,5025839,130006186,6,148,69632,176,66071,61936,56919,35,193,110,83,label-1
52,375,1432,498,52,499,1432,579,5,741862,45025593,5024480,37,947630,45047242,5663804,129847540,6,176,66111,138,68927,56959,61751,221,35,82,107,label-1
59,172,599,29,67,98,679,47,34,55457,163168,17102,32,47960,1014460,37150,293569451,17,5294,910781,6122,606048,762549,434632,108,64,5294,6122,label-1
52,414,1432,514,52,487,1432,579,5,854112,45028379,5385692,20,927322,45061899,5608395,129846623,6,153,63488,141,68750,55532,61418,139,35,79,106,label-1
59,163,599,31,67,99,678,49,35,55562,161523,19300,32,47401,634469,35386,294317259,17,5298,867569,6210,617039,719225,443159,108,64,5298,6210,label-1
52,390,1432,508,52,490,1432,579,5,779035,45041543,5065855,7,969587,45063484,5637712,134794793,6,174,67907,140,68699,58859,61419,139,35,83,106,label-1
48,103,259,48,60,171,256,32,32,51705,10022127,160990,35,59670,10022176,167611,296705662,17,5739,595242,4973,851239,434550,711995,20,32,5739,4973,label-1
59,173,599,42,67,98,676,59,41,209313,20182807,1749674,42,48721,123835,32773,81213780,17,389,67335,400,39587,56443,28387,108,64,389,400,label-1
52,382,1432,502,52,672,1432,636,5,734061,45008740,4905538,42,776066,45068756,5044371,135833961,6,186,71086,176,118317,61402,109165,222,35,86,142,label-1
59,164,238,34,67,99,255,48,19,57050,5456920,77624,31,47387,651013,35760,294849348,17,5169,852297,6108,607207,707565,436183,108,112,5169,6108,label-1
52,369,1432,492,52,474,1432,573,5,734495,45000704,4997175,26,896591,45046701,5512470,130027965,6,178,65854,146,69310,56598,61718,213,35,82,109,label-1
59,173,599,29,67,101,678,49,21,55839,179854,19400,32,47635,834022,34066,294666270,17,5278,913868,6186,627146,766084,453938,108,64,5278,6186,label-1
52,350,1432,489,52,630,1432,633,5,590502,45014254,4487852,26,691011,45036562,4849596,129932057,6,221,77518,189,119235,66026,109407,139,35,92,150,label-1
59,170,599,34,67,99,678,49,33,56164,264448,19339,32,47455,884482,36562,292799447,17,5214,889034,6171,612679,743042,439891,108,64,5214,6171,label-1
52,346,1432,486,52,597,1432,621,5,589417,45028832,4497551,7,645411,45050353,4706209,129104270,6,220,76174,201,120022,64734,109570,139,35,89,169,label-1
67,100,677,49,59,166,600,31,31,47414,788968,35707,26,56106,300500,19855,294597170,17,6214,625515,5251,876178,451523,729150,112,64,6214,5251,label-1
52,439,1432,522,52,485,1432,575,5,889003,45023937,5487694,7,914040,45045521,5564743,129816302,6,147,64620,143,69405,56976,61969,223,35,83,110,label-1
59,158,599,36,67,100,678,49,36,56152,163482,18697,31,47541,1048478,37332,293904845,17,5234,828986,6183,621284,682434,448160,108,64,5234,6183,label-1
52,386,1432,505,52,481,1432,573,5,768233,45018114,5109798,8,907910,45039680,5545897,129853277,6,170,65720,144,69336,56880,61848,223,35,83,111,label-1
59,167,599,32,67,100,679,49,36,55553,171786,18786,31,47565,1101963,38261,293289696,17,5280,886432,6167,620561,738592,447885,108,64,5280,6167,label-1
52,585,1432,626,52,351,1432,492,13,633835,45034257,4648983,5,590146,45012630,4488805,129936347,6,206,120676,221,77631,109964,66139,35,223,152,92,label-1
59,159,599,40,67,100,678,49,8,56893,244228,25548,32,47567,1020656,38112,293728308,17,5163,821324,6176,617964,676760,445036,108,64,5163,6176,label-1
52,369,1432,496,52,485,1432,577,5,746024,45031171,5043069,23,920623,45052802,5590090,129829928,6,175,64596,142,68927,55496,61543,139,35,78,110,label-1
52,372,1432,496,52,473,1432,570,5,733786,45031554,4997624,37,889588,45053217,5492288,129902020,6,178,66244,147,69573,56988,61929,220,35,82,112,label-1
59,169,599,31,67,99,678,49,31,55621,228064,18154,32,47472,654745,35916,294235752,17,5291,897832,6199,619384,749684,445812,108,64,5291,6199,label-1
52,393,1432,506,52,470,1432,571,5,782503,45013470,5154289,7,883641,45034950,5471296,129917459,6,167,65641,148,69670,56957,61974,223,35,82,112,label-1
59,168,598,32,67,99,678,49,10,57243,2500056,53144,32,47855,630971,35845,294549177,17,5146,865844,6156,614696,721756,442328,108,64,5146,6156,label-1
52,378,1432,499,52,493,1432,579,5,768320,45122307,5116420,19,940913,45145385,5650140,129867784,6,170,64370,139,68575,55530,61347,193,35,78,107,label-1
67,100,677,49,59,170,241,28,32,47732,1051590,38001,34,56360,1054645,24902,292124686,17,6121,614533,5184,881309,443145,736157,112,64,6121,5184,label-1
52,412,1432,514,52,485,1432,578,5,833445,45029579,5315401,13,922148,45051056,5586031,130046829,6,157,64834,142,68996,56670,61612,212,35,82,105,label-1
52,379,1432,501,52,490,1432,580,5,759105,45031096,5081586,31,933862,45052736,5624031,129828819,6,172,65217,140,68678,56273,61398,222,35,81,105,label-1
59,169,599,34,67,99,678,49,34,56228,212876,20138,33,47577,1055496,37278,293008206,17,5212,885299,6159,612199,739363,439747,108,64,5212,6159,label-1
52,382,1432,504,52,632,1432,634,5,677190,45027953,4809249,9,687995,45049372,4850472,129365241,6,192,73382,189,119489,63398,109661,139,35,89,148,label-1
59,166,599,36,67,99,678,49,9,56547,198737,20367,31,47527,1002959,38324,293084954,17,5184,863746,6167,615858,718594,443182,108,64,5184,6167,label-1
52,633,1432,635,52,345,1432,483,10,698683,45067065,4880934,5,676269,45045615,4803625,129955120,6,187,118536,193,66753,108812,56717,35,194,146,83,label-1
59,161,600,33,67,99,677,49,10,56190,213808,19414,32,47526,1014561,38062,295233271,17,5255,850561,6213,616105,703421,442141,108,64,5255,6213,label-1
52,383,1432,502,52,491,1432,578,5,754979,45012508,5070491,9,927540,45033975,5608252,129878034,6,173,66427,141,69338,57431,62006,221,35,82,107,label-1
59,160,599,37,67,99,679,49,35,56473,255300,19898,31,47513,1039248,39588,295017079,17,5225,837968,6209,619218,691668,445366,108,64,5225,6209,label-1
52,418,1432,514,52,529,1432,587,5,843757,45004984,5346722,14,1006627,45027334,5830327,129960471,6,155,64829,130,68800,56769,62040,223,35,82,103,label-1
59,163,599,33,67,100,678,49,23,55896,170209,19307,31,47400,1052131,37806,293930246,17,5259,857731,6202,621854,710479,448198,108,64,5259,6202,label-1
52,313,1432,465,52,687,1432,635,5,646379,45031282,4691948,14,764092,45053084,5095248,129943801,6,202,63303,171,117581,52799,108689,139,35,77,140,label-1
59,168,599,34,67,100,677,48,33,56234,169726,19580,32,47567,940860,37476,292811692,17,5208,875786,6155,619215,729962,446875,108,64,5208,6155,label-1
52,376,1432,500,52,504,1432,583,5,763891,45027132,5096901,10,954861,45049066,5684875,129883140,6,171,64332,137,69080,55440,61956,139,35,79,104,label-1
52,481,1432,575,52,426,1432,517,38,902369,45044665,5526298,5,859443,45023237,5397880,129941236,6,145,69808,152,64861,62268,56957,35,221,107,82,label-1
59,163,600,32,67,99,677,49,7,55913,224749,20718,31,47497,1008064,39140,293489441,17,5250,860151,6180,614452,713151,441412,108,64,5250,6180,label-1
59,168,598,30,67,99,679,49,32,55821,223063,19331,31,47548,1010517,39201,293563927,17,5260,886352,6174,614884,739072,442012,108,64,5260,6174,label-1
52,426,1432,518,52,497,1432,580,5,848763,45022106,5369224,24,941016,45043973,5648177,129882314,6,154,65620,139,69211,57612,61983,223,35,82,108,label-1
59,168,598,32,67,100,677,49,12,55706,208287,18909,32,47337,894443,38529,295632591,17,5308,893090,6246,628481,744466,453593,108,64,5308,6246,label-1
59,167,599,33,67,100,679,49,32,55884,159175,18604,33,47528,568545,34723,294533178,17,5271,882827,6198,621054,735239,447510,108,64,5271,6198,label-1
52,434,1432,521,52,494,1432,581,5,877115,45011278,5451718,40,940675,45032860,5642898,129835101,6,149,64730,139,68726,56982,61498,222,35,82,100,label-1
59,164,600,35,67,99,677,49,6,55926,260241,19312,32,47529,1042862,39812,292496374,17,5231,861520,6155,612302,715052,439962,108,64,5231,6155,label-1
52,488,1432,578,52,374,1432,500,39,928107,45044347,5602545,5,741679,45022642,5022871,129935027,6,141,68947,176,65851,61615,56699,35,222,103,81,label-1
59,168,599,30,67,100,678,49,20,55527,158920,17628,31,47350,992461,38504,293242507,17,5282,889812,6194,622315,741916,448883,108,64,5282,6194,label-1
52,384,1432,501,52,507,1432,589,5,782278,45013334,5155398,37,983154,45036546,5766656,129880642,6,167,64271,133,67541,55587,60625,139,35,79,99,label-1
59,168,599,33,67,99,677,49,33,56099,195198,18339,31,47532,1009100,39688,292724585,17,5219,879027,6159,614023,732895,441571,108,64,5219,6159,label-1
52,384,1432,506,52,487,1432,578,5,758891,45029164,5007023,38,959454,45050578,5615211,134346047,6,178,68517,141,68774,59261,61442,223,35,81,106,label-1
59,168,600,31,67,99,680,49,11,55786,175144,17728,31,47347,1022448,43546,291518700,17,5226,879297,6158,613015,732969,440591,108,64,5226,6158,label-1
59,166,598,32,67,99,679,49,32,55554,187982,17213,32,47567,1006268,40512,292971715,17,5274,879355,6160,615009,731683,442529,108,64,5274,6160,label-1
52,415,1432,513,52,476,1432,575,5,837383,45041253,5329294,11,901347,45063282,5526325,129816258,6,156,64786,145,69081,56674,61541,224,35,83,103,label-1
59,167,598,33,67,99,678,49,34,55609,187964,17923,31,47370,943440,39809,292796563,17,5266,879743,6182,615697,732295,442601,108,64,5266,6182,label-1
52,693,1432,640,52,308,1432,461,8,773567,45039831,5130855,5,676755,45018200,4804395,129959270,6,169,117264,193,59630,108476,49594,35,179,136,71,label-1
59,168,600,33,67,99,679,49,32,55708,162386,17517,32,47494,1004815,39494,291952865,17,5241,881190,6148,610723,734442,438579,108,64,5241,6148,label-1
52,367,1432,493,52,508,1432,587,5,783724,45023501,5173944,32,972287,45045316,5749240,129336137,6,166,60924,134,68100,52292,61132,139,35,74,103,label-1
